;species;Genus;Family;Order;body_mass;gen_length;dispersal
3414;Mus_neavei;Mus;Muridae;Rodentia;3.058487319;6.443009801;NA
3415;Mus_orangiae;Mus;Muridae;Rodentia;1.791759469;6.076873599;NA
3416;Mus_oubanguii;Mus;Muridae;Rodentia;3.058487319;6.443009801;NA
3417;Mus_pahari;Mus;Muridae;Rodentia;3.247774215;6.443009801;NA
3418;Mus_phillipsi;Mus;Muridae;Rodentia;2.509599262;6.443009801;NA
3419;Mus_platythrix;Mus;Muridae;Rodentia;3.370050653;6.443009801;NA
3420;Mus_saxicola;Mus;Muridae;Rodentia;3.063390922;6.443009801;NA
3421;Mus_setulosus;Mus;Muridae;Rodentia;2.414126468;6.443009801;NA
3422;Mus_setzeri;Mus;Muridae;Rodentia;1.894616855;6.076873599;NA
3423;Mus_shortridgei;Mus;Muridae;Rodentia;3.543853682;6.443009801;NA
3424;Mus_sorella;Mus;Muridae;Rodentia;4.156597474;6.443009801;NA
3425;Mus_spicilegus;Mus;Muridae;Rodentia;2.63905733;6.443009801;NA
3426;Mus_spretus;Mus;Muridae;Rodentia;2.813610697;6.443009801;NA
3427;Mus_tenellus;Mus;Muridae;Rodentia;2.32238772;6.443009801;NA
3428;Mus_terricolor;Mus;Muridae;Rodentia;2.197224577;6.076873599;NA
3429;Mus_triton;Mus;Muridae;Rodentia;2.535282857;6.443009801;NA
3430;Mus_vulcani;Mus;Muridae;Rodentia;3.005682604;6.443009801;NA
3431;Muscardinus_avellanarius;Muscardinus;Gliridae;Rodentia;3.373826185;6.773916696;NA
3432;Musonycteris_harrisoni;Musonycteris;Phyllostomidae;Chiroptera;3.134085077;7.632535008;NA
3433;Mustela_africana;Mustela;Mustelidae;Carnivora;6.28596085;7.360523732;NA
3434;Mustela_altaica;Mustela;Mustelidae;Carnivora;5.194289296;7.521263837;NA
230;Mustela_erminea;Mustela;Mustelidae;Carnivora;5.650733254;6.983584066;6.91770561
231;Mustela_erminea;Mustela;Mustelidae;Carnivora;5.650733254;6.983584066;8.614319902
232;Mustela_erminea;Mustela;Mustelidae;Carnivora;5.650733254;6.983584066;6.234410726
233;Mustela_erminea;Mustela;Mustelidae;Carnivora;5.650733254;6.983584066;7.912056888
234;Mustela_erminea;Mustela;Mustelidae;Carnivora;5.650733254;6.983584066;6.194405391
235;Mustela_erminea;Mustela;Mustelidae;Carnivora;5.650733254;6.983584066;7.501082124
3435;Mustela_eversmanii;Mustela;Mustelidae;Carnivora;7.42905189;7.108559147;NA
3436;Mustela_felipei;Mustela;Mustelidae;Carnivora;5.353278925;7.570117597;NA
3437;Mustela_frenata;Mustela;Mustelidae;Carnivora;5.247181954;6.8937684;NA
3438;Mustela_itatsi;Mustela;Mustelidae;Carnivora;5.703782475;7.566026295;NA
3439;Mustela_kathiah;Mustela;Mustelidae;Carnivora;5.574963769;7.133327878;NA
3440;Mustela_lutreola;Mustela;Mustelidae;Carnivora;6.339371161;6.593044534;NA
3441;Mustela_lutreolina;Mustela;Mustelidae;Carnivora;6.144721971;7.462243658;NA
3442;Mustela_nigripes;Mustela;Mustelidae;Carnivora;6.810252698;7.311556759;NA
3443;Mustela_nivalis;Mustela;Mustelidae;Carnivora;4.362461479;7.085226718;NA
3444;Mustela_nudipes;Mustela;Mustelidae;Carnivora;6.344618299;7.786512354;NA
3445;Mustela_putorius;Mustela;Mustelidae;Carnivora;6.883001415;7.410023018;NA
3446;Mustela_sibirica;Mustela;Mustelidae;Carnivora;6.274479495;7.303030124;NA
3447;Mustela_strigidorsa;Mustela;Mustelidae;Carnivora;7.313220387;7.755257404;NA
3448;Mustela_subpalmata;Mustela;Mustelidae;Carnivora;4.347046916;7.775028021;NA
3449;Mydaus_javanensis;Mydaus;Mephitidae;Carnivora;7.824046011;7.456145438;NA
3450;Mydaus_marchei;Mydaus;Mephitidae;Carnivora;7.824046011;7.954561861;NA
3451;Mylomys_dybowskii;Mylomys;Muridae;Rodentia;4.709169776;6.460892748;NA
3452;Mylomys_rex;Mylomys;Muridae;Rodentia;4.709169776;6.460892748;NA
3453;Myocastor_coypus;Myocastor;Myocastoridae;Rodentia;8.758027337;7.179090873;NA
3454;Myodes_andersoni;Myodes;Cricetidae;Rodentia;3.834247653;6.071568612;NA
3455;Myodes_californicus;Myodes;Cricetidae;Rodentia;2.90690106;6.071568612;NA
3456;Myodes_centralis;Myodes;Cricetidae;Rodentia;3.459518757;6.071568612;NA
3457;Myodes_gapperi;Myodes;Cricetidae;Rodentia;2.987195943;5.585950313;NA
3458;Myodes_glareolus;Myodes;Cricetidae;Rodentia;3.031581926;6.359143326;NA
3459;Myodes_regulus;Myodes;Cricetidae;Rodentia;3.834247653;6.071568612;NA
3460;Myodes_rex;Myodes;Cricetidae;Rodentia;3.834247653;6.071568612;NA
236;Myodes_rufocanus;Myodes;Cricetidae;Rodentia;3.595392611;6.071568612;3.433987204
237;Myodes_rufocanus;Myodes;Cricetidae;Rodentia;3.595392611;6.071568612;3.555348061
3461;Myodes_rutilus;Myodes;Cricetidae;Rodentia;2.992727765;6.071568612;NA
3462;Myodes_shanseius;Myodes;Cricetidae;Rodentia;3.834247653;6.071568612;NA
3463;Myodes_smithii;Myodes;Cricetidae;Rodentia;3.553632305;6.121779836;NA
3464;Myoictis_leucura;Myoictis;Dasyuridae;Dasyuromorphia;5.351312961;6.787028527;NA
3465;Myoictis_melas;Myoictis;Dasyuridae;Dasyuromorphia;5.401640809;6.787028527;NA
3466;Myoictis_wallacei;Myoictis;Dasyuridae;Dasyuromorphia;5.298317367;6.787028527;NA
3467;Myoictis_wavicus;Myoictis;Dasyuridae;Dasyuromorphia;5.351312961;6.787028527;NA
3468;Myomimus_personatus;Myomimus;Gliridae;Rodentia;3.784189634;6.778926213;NA
3469;Myomimus_roachi;Myomimus;Gliridae;Rodentia;3.784189634;6.778926213;NA
3470;Myomimus_setzeri;Myomimus;Gliridae;Rodentia;3.784189634;6.778926213;NA
3471;Myomyscus_angolensis;Myomyscus;Muridae;Rodentia;4.156597474;6.436790614;NA
3472;Myomyscus_brockmani;Myomyscus;Muridae;Rodentia;3.33220451;6.436790614;NA
3473;Myomyscus_verreauxii;Myomyscus;Muridae;Rodentia;3.713572067;6.436790614;NA
3474;Myomyscus_yemeni;Myomyscus;Muridae;Rodentia;3.218875825;6.436790614;NA
3475;Myonycteris_brachycephala;Myonycteris;Pteropodidae;Chiroptera;3.894266284;7.348452949;NA
3476;Myonycteris_relicta;Myonycteris;Pteropodidae;Chiroptera;3.976311495;7.348452949;NA
3477;Myonycteris_torquata;Myonycteris;Pteropodidae;Chiroptera;3.80488313;7.348452949;NA
3478;Myoprocta_acouchy;Myoprocta;Dasyproctidae;Rodentia;6.861575206;7.374755622;NA
3479;Myoprocta_pratti;Myoprocta;Dasyproctidae;Rodentia;6.873919242;7.374755622;NA
3480;Myopterus_daubentonii;Myopterus;Molossidae;Chiroptera;2.446685437;7.263969439;NA
3481;Myopterus_whitleyi;Myopterus;Molossidae;Chiroptera;2.446685437;7.263969439;NA
3482;Myopus_schisticolor;Myopus;Cricetidae;Rodentia;3.400863993;5.00421003;NA
3483;Myosciurus_pumilio;Myosciurus;Sciuridae;Rodentia;2.79971739;7.12230107;NA
3484;Myosorex_babaulti;Myosorex;Soricidae;Eulipotyphla;2.211599563;6.056573498;NA
3485;Myosorex_blarina;Myosorex;Soricidae;Eulipotyphla;2.772588722;5.938308878;NA
3486;Myosorex_cafer;Myosorex;Soricidae;Eulipotyphla;2.509599262;5.938308878;NA
3487;Myosorex_eisentrauti;Myosorex;Soricidae;Eulipotyphla;2.098918204;6.056573498;NA
3488;Myosorex_geata;Myosorex;Soricidae;Eulipotyphla;2.234306252;6.056573498;NA
3489;Myosorex_kihaulei;Myosorex;Soricidae;Eulipotyphla;2.415001855;5.938308878;NA
3490;Myosorex_longicaudatus;Myosorex;Soricidae;Eulipotyphla;2.563409711;5.938308878;NA
3491;Myosorex_okuensis;Myosorex;Soricidae;Eulipotyphla;2.098918204;6.056573498;NA
3492;Myosorex_rumpii;Myosorex;Soricidae;Eulipotyphla;2.772312452;5.938308878;NA
3493;Myosorex_schalleri;Myosorex;Soricidae;Eulipotyphla;2.415001855;5.938308878;NA
3494;Myosorex_sclateri;Myosorex;Soricidae;Eulipotyphla;2.098918204;6.056573498;NA
3495;Myosorex_tenuis;Myosorex;Soricidae;Eulipotyphla;2.415001855;5.938308878;NA
3496;Myosorex_varius;Myosorex;Soricidae;Eulipotyphla;2.457877977;5.938308878;NA
3497;Myosorex_zinki;Myosorex;Soricidae;Eulipotyphla;2.415001855;5.938308878;NA
3498;Myospalax_aspalax;Myospalax;Spalacidae;Rodentia;5.844992643;6.940148482;NA
3499;Myospalax_myospalax;Myospalax;Spalacidae;Rodentia;5.416100402;6.940148482;NA
3500;Myospalax_psilurus;Myospalax;Spalacidae;Rodentia;5.557638544;6.940148482;NA
3501;Myotis_adversus;Myotis;Vespertilionidae;Chiroptera;2.342766883;7.825798654;NA
3502;Myotis_aelleni;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3503;Myotis_albescens;Myotis;Vespertilionidae;Chiroptera;1.738710248;7.652844083;NA
3504;Myotis_alcathoe;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3505;Myotis_altarium;Myotis;Vespertilionidae;Chiroptera;2.397895273;7.825798654;NA
3506;Myotis_anjouanensis;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3507;Myotis_annamiticus;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3508;Myotis_annectans;Myotis;Vespertilionidae;Chiroptera;2.277267285;7.652844083;NA
3509;Myotis_atacamensis;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3510;Myotis_ater;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3511;Myotis_aurascens;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3512;Myotis_auriculus;Myotis;Vespertilionidae;Chiroptera;3.638638238;7.825798654;NA
3513;Myotis_australis;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3514;Myotis_austroriparius;Myotis;Vespertilionidae;Chiroptera;1.994700313;6.793998502;NA
3515;Myotis_bechsteinii;Myotis;Vespertilionidae;Chiroptera;2.248128907;7.509335266;NA
3516;Myotis_blythii;Myotis;Vespertilionidae;Chiroptera;3.170525564;7.845807503;NA
3517;Myotis_bocagii;Myotis;Vespertilionidae;Chiroptera;2.070653036;7.652844083;NA
3518;Myotis_bombinus;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3519;Myotis_brandtii;Myotis;Vespertilionidae;Chiroptera;1.667706821;7.652844083;NA
3520;Myotis_bucharensis;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3521;Myotis_californicus;Myotis;Vespertilionidae;Chiroptera;1.479329227;7.652844083;NA
3522;Myotis_capaccinii;Myotis;Vespertilionidae;Chiroptera;2.098017927;7.691656823;NA
3523;Myotis_chiloensis;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3524;Myotis_chinensis;Myotis;Vespertilionidae;Chiroptera;3.737431495;7.825798654;NA
3525;Myotis_ciliolabrum;Myotis;Vespertilionidae;Chiroptera;1.587192303;7.652844083;NA
3526;Myotis_cobanensis;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3527;Myotis_csorbai;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3528;Myotis_dasycneme;Myotis;Vespertilionidae;Chiroptera;2.71866038;7.509335266;NA
3529;Myotis_daubentonii;Myotis;Vespertilionidae;Chiroptera;2.032087845;8.101224281;NA
3530;Myotis_davidii;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3531;Myotis_dieteri;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
3532;Myotis_dinellii;Myotis;Vespertilionidae;Chiroptera;2.261468244;7.652844083;NA
