MSW3_ID,genus,species,binomial,MSWFamilyLatin,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,Diet_Source,Diet_Certainty,ForStrat_Value,ForStrat_Certainty,BodyMass_Value,Activity_Nocturnal,Activity_Crepuscular,Activity_Diurnal,Activity_Source,Activity_Certainty,,BodyMass_Source,BodyMass_SpecLevel
201,Phalanger,sericeus,Phalanger_sericeus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,2003,1,0,0,Ref_1,ABC,,Ref_117,1
202,Phalanger,rothschildi,Phalanger_rothschildi,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,1365,1,0,0,Ref_1,ABC,,Ref_117,1
203,Phalanger,ornatus,Phalanger_ornatus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,1787.5,1,0,0,Ref_1,ABC,,Ref_117,1
204,Phalanger,orientalis,Phalanger_orientalis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,2168.75,1,0,0,Ref_1,ABC,,Ref_117,1
205,Phalanger,mimicus,Phalanger_mimicus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,1846.67,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
206,Phalanger,matabiru,Phalanger_matabiru,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,1846.67,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
207,Phalanger,intercastellanus,Phalanger_intercastellanus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,1747.5,1,0,0,Ref_2,D1,,Ref_117,1
208,Phalanger,gymnotis,Phalanger_gymnotis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,2597.89,1,0,0,Ref_1,ABC,,Ref_58,1
209,Phalanger,carmelitae,Phalanger_carmelitae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,2047.5,1,0,0,Ref_1,ABC,,Ref_117,1
210,Phalanger,alexandrae,Phalanger_alexandrae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,1846.67,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
211,Phalanger,matanim,Phalanger_matanim,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,1550,1,0,0,Ref_1,ABC,,Ref_117,1
212,Spilocuscus,rufoniger,Spilocuscus_rufoniger,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,6000,1,0,0,Ref_1,ABC,,Ref_117,1
213,Spilocuscus,kraemeri,Spilocuscus_kraemeri,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,5535.39,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
214,Spilocuscus,maculatus,Spilocuscus_maculatus,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,5106.75,1,0,0,Ref_1,ABC,,Ref_117,1
215,Spilocuscus,papuensis,Spilocuscus_papuensis,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,5535.39,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
216,Strigocuscus,celebensis,Strigocuscus_celebensis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,500,1,0,0,Ref_1,ABC,,Ref_117,1
217,Strigocuscus,pelengensis,Strigocuscus_pelengensis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,500,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
218,Trichosurus,arnhemensis,Trichosurus_arnhemensis,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,1300,1,0,0,Ref_1,ABC,,Ref_117,1
219,Trichosurus,caninus,Trichosurus_caninus,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,3500,1,0,0,Ref_1,ABC,,Ref_117,1
220,Trichosurus,cunninghami,Trichosurus_cunninghami,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_7,ABC,Ar,A,2293.08,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
221,Trichosurus,johnstonii,Trichosurus_johnstonii,Phalangeridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,2293.08,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
222,Trichosurus,vulpecula,Trichosurus_vulpecula,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,2650,1,0,0,Ref_1,ABC,,Ref_117,1
223,Wyulda,squamicaudata,Wyulda_squamicaudata,Phalangeridae,20,0,0,0,10,0,20,0,0,50,Ref_1,ABC,Ar,A,1675,1,0,0,Ref_1,ABC,,Ref_117,1
224,Hemibelideus,lemuroides,Hemibelideus_lemuroides,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,952.5,1,0,0,Ref_1,ABC,,Ref_117,1
225,Petauroides,volans,Petauroides_volans,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,1300,1,0,0,Ref_1,ABC,,Ref_117,1
226,Petropseudes,dahli,Petropseudes_dahli,Pseudocheiridae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,1640,1,0,0,Ref_1,ABC,,Ref_117,1
227,Pseudocheirus,peregrinus,Pseudocheirus_peregrinus,Pseudocheiridae,0,0,0,0,0,0,20,10,0,70,Ref_1,ABC,Ar,A,900,1,0,0,Ref_1,ABC,,Ref_117,1
228,Pseudochirulus,caroli,Pseudochirulus_caroli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,456.02,1,0,0,Ref_1,ABC,,Ref_58,1
229,Pseudochirulus,schlegeli,Pseudochirulus_schlegeli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,255.44,1,0,0,Ref_1,ABC,,Ref_58,1
230,Pseudochirulus,mayeri,Pseudochirulus_mayeri,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,151.75,1,0,0,Ref_1,ABC,,Ref_58,1
231,Pseudochirulus,larvatus,Pseudochirulus_larvatus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_100,ABC,Ar,A,448.3,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
232,Pseudochirulus,herbertensis,Pseudochirulus_herbertensis,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,1098.34,1,0,0,Ref_1,ABC,,Ref_58,1
233,Pseudochirulus,forbesi,Pseudochirulus_forbesi,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,639.16,1,0,0,Ref_1,ABC,,Ref_58,1
234,Pseudochirulus,cinereus,Pseudochirulus_cinereus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,977.48,1,0,0,Ref_1,ABC,,Ref_58,1
235,Pseudochirulus,canescens,Pseudochirulus_canescens,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,300,1,0,0,Ref_1,ABC,,Ref_58,1
236,Pseudochirops,albertisii,Pseudochirops_albertisii,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,784.85,1,0,0,Ref_1,ABC,,Ref_117,1
237,Pseudochirops,archeri,Pseudochirops_archeri,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,1091.5,1,0,0,Ref_1,ABC,,Ref_117,1
238,Pseudochirops,corinnae,Pseudochirops_corinnae,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,1123,1,0,0,Ref_1,ABC,,Ref_117,1
239,Pseudochirops,coronatus,Pseudochirops_coronatus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,Ar,A,1500,1,0,0,Ref_1,ABC,,Ref_117,1
240,Pseudochirops,cupreus,Pseudochirops_cupreus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,1724.5,1,0,0,Ref_1,ABC,,Ref_117,1
241,Dactylopsila,tatei,Dactylopsila_tatei,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,252,1,0,0,Ref_1,ABC,,Ref_117,1
242,Dactylopsila,trivirgata,Dactylopsila_trivirgata,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,413.53,1,0,0,Ref_1,ABC,,Ref_117,1
243,Dactylopsila,palpator,Dactylopsila_palpator,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,398,1,0,0,Ref_1,ABC,,Ref_117,1
244,Dactylopsila,megalura,Dactylopsila_megalura,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,277.74,1,0,0,Ref_1,ABC,,Ref_178,2
245,Gymnobelideus,leadbeateri,Gymnobelideus_leadbeateri,Petauridae,50,0,0,0,0,0,0,50,0,0,Ref_1,ABC,Ar,A,127,1,0,0,Ref_1,ABC,,Ref_117,1
246,Petaurus,abidi,Petaurus_abidi,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,278,1,0,0,Ref_1,ABC,,Ref_117,1
247,Petaurus,breviceps,Petaurus_breviceps,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,106.28,1,0,0,Ref_1,ABC,,Ref_117,1
248,Petaurus,norfolcensis,Petaurus_norfolcensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,230,1,0,0,Ref_1,ABC,,Ref_117,1
249,Petaurus,australis,Petaurus_australis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,575,1,0,0,Ref_1,ABC,,Ref_117,1
250,Petaurus,gracilis,Petaurus_gracilis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,353,1,0,0,Ref_1,ABC,,Ref_117,1
251,Petaurus,biacensis,Petaurus_biacensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_2,D1,Ar,A,90.98,1,0,0,Ref_1,ABC,,Ref_58,1
252,Tarsipes,rostratus,Tarsipes_rostratus,Tarsipedidae,0,0,0,0,0,0,0,100,0,0,Ref_1,ABC,Ar,A,9,1,0,0,Ref_1,ABC,,Ref_117,1
253,Acrobates,pygmaeus,Acrobates_pygmaeus,Acrobatidae,80,0,0,0,0,0,0,10,0,10,Ref_1,ABC,Ar,A,12,1,0,0,Ref_1,ABC,,Ref_117,1
254,Distoechurus,pennatus,Distoechurus_pennatus,Acrobatidae,40,0,0,0,0,0,40,20,0,0,Ref_113,ABC,Ar,A,44.1,1,0,0,Ref_1,ABC,,Ref_117,1
255,Lagorchestes,leporides,Lagorchestes_leporides,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,3000,1,0,0,Ref_1,ABC,,Ref_117,1
256,Lagorchestes,hirsutus,Lagorchestes_hirsutus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,1265,1,0,0,Ref_1,ABC,,Ref_117,1
257,Lagorchestes,conspicillatus,Lagorchestes_conspicillatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,3050,1,0,0,Ref_1,ABC,,Ref_117,1
258,Lagorchestes,asomatus,Lagorchestes_asomatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,1500,1,0,0,Ref_1,ABC,,Ref_117,1
259,Macropus,fuliginosus,Macropus_fuliginosus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,22000,1,1,0,Ref_1,ABC,,Ref_117,1
260,Macropus,giganteus,Macropus_giganteus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,25875,1,1,0,Ref_1,ABC,,Ref_117,1
261,Macropus,parryi,Macropus_parryi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,13500,1,1,0,Ref_1,ABC,,Ref_117,1
262,Macropus,dorsalis,Macropus_dorsalis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,11250,1,1,0,Ref_1,ABC,,Ref_117,1
263,Macropus,eugenii,Macropus_eugenii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,6500,1,1,0,Ref_1,ABC,,Ref_117,1
264,Macropus,greyi,Macropus_greyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,10000,1,1,0,Ref_1,ABC,,Ref_117,1
265,Macropus,parma,Macropus_parma,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4500,1,1,0,Ref_1,ABC,,Ref_117,1
266,Macropus,agilis,Macropus_agilis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,15000,1,1,0,Ref_1,ABC,,Ref_117,1
267,Macropus,rufogriseus,Macropus_rufogriseus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,16850,1,1,0,Ref_1,ABC,,Ref_117,1
268,Macropus,irma,Macropus_irma,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,8000,1,1,0,Ref_1,ABC,,Ref_117,1
269,Macropus,antilopinus,Macropus_antilopinus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,27250,1,1,0,Ref_1,ABC,,Ref_117,1
270,Macropus,robustus,Macropus_robustus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,21262.5,1,1,0,Ref_1,ABC,,Ref_117,1
271,Macropus,bernardus,Macropus_bernardus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,17000,1,1,0,Ref_1,ABC,,Ref_117,1
272,Macropus,rufus,Macropus_rufus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,46250,1,1,0,Ref_1,ABC,,Ref_117,1
273,Dendrolagus,inustus,Dendrolagus_inustus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,13031.25,1,1,1,Ref_1,ABC,,Ref_117,1
274,Dendrolagus,lumholtzi,Dendrolagus_lumholtzi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,6750,1,1,1,Ref_1,ABC,,Ref_117,1
275,Dendrolagus,matschiei,Dendrolagus_matschiei,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,6960,1,1,1,Ref_1,ABC,,Ref_117,1
276,Dendrolagus,mbaiso,Dendrolagus_mbaiso,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,9395.06,1,1,1,Ref_1,ABC,,Ref_58,1
277,Dendrolagus,pulcherrimus,Dendrolagus_pulcherrimus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,9511.11,1,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
278,Dendrolagus,scottae,Dendrolagus_scottae,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,10375,1,1,1,Ref_1,ABC,,Ref_117,1
279,Dendrolagus,spadix,Dendrolagus_spadix,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,9100,1,1,1,Ref_1,ABC,,Ref_117,1
280,Dendrolagus,stellarum,Dendrolagus_stellarum,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,9511.11,1,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
281,Dendrolagus,ursinus,Dendrolagus_ursinus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,13250,1,1,1,Ref_1,ABC,,Ref_117,1
282,Dendrolagus,bennettianus,Dendrolagus_bennettianus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,10950,1,1,1,Ref_1,ABC,,Ref_117,1
283,Dendrolagus,dorianus,Dendrolagus_dorianus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,9581,1,1,1,Ref_1,ABC,,Ref_117,1
284,Dendrolagus,goodfellowi,Dendrolagus_goodfellowi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,8025,1,1,1,Ref_1,ABC,,Ref_117,1
285,Dorcopsis,luctuosa,Dorcopsis_luctuosa,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,6352,1,1,0,Ref_1,ABC,,Ref_117,1
286,Dorcopsis,muelleri,Dorcopsis_muelleri,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,5500,1,1,0,Ref_1,ABC,,Ref_117,1
287,Dorcopsis,hageni,Dorcopsis_hageni,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,5500,1,1,0,Ref_1,ABC,,Ref_117,1
288,Dorcopsis,atrata,Dorcopsis_atrata,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,5916.5,1,1,0,Ref_1,ABC,,Ref_117,1
289,Dorcopsulus,vanheurni,Dorcopsulus_vanheurni,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,1785.75,1,1,1,Ref_1,ABC,,Ref_117,1
290,Dorcopsulus,macleayi,Dorcopsulus_macleayi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,2988,1,0,0,Ref_1,ABC,,Ref_117,1
291,Onychogalea,unguifera,Onychogalea_unguifera,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,6650,1,0,0,Ref_1,ABC,,Ref_117,1
292,Onychogalea,fraenata,Onychogalea_fraenata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,5500,1,0,0,Ref_1,ABC,,Ref_117,1
293,Petrogale,purpureicollis,Petrogale_purpureicollis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,5850,1,0,0,Ref_1,ABC,,Ref_130,1
294,Petrogale,coenensis,Petrogale_coenensis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,4123.14,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
295,Petrogale,burbidgei,Petrogale_burbidgei,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,1258,1,0,0,Ref_1,ABC,,Ref_117,1
296,Petrogale,brachyotis,Petrogale_brachyotis,Macropodidae,0,0,0,0,0,0,10,0,10,80,Ref_37,ABC,G,A,4050,1,0,0,Ref_1,ABC,,Ref_117,1
297,Petrogale,assimilis,Petrogale_assimilis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_37,ABC,G,A,4500,1,0,0,Ref_1,ABC,,Ref_117,1
298,Petrogale,godmani,Petrogale_godmani,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4750,1,0,0,Ref_1,ABC,,Ref_117,1
299,Petrogale,xanthopus,Petrogale_xanthopus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,8500,1,0,0,Ref_1,ABC,,Ref_117,1
300,Petrogale,sharmani,Petrogale_sharmani,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,4123.14,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
301,Petrogale,herberti,Petrogale_herberti,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,4123.14,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
302,Petrogale,inornata,Petrogale_inornata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4600,1,0,0,Ref_1,ABC,,Ref_117,1
303,Petrogale,lateralis,Petrogale_lateralis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4625,1,0,0,Ref_1,ABC,,Ref_117,1
304,Petrogale,mareeba,Petrogale_mareeba,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,4123.14,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
305,Petrogale,concinna,Petrogale_concinna,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_37,ABC,G,A,1400,1,0,0,Ref_1,ABC,,Ref_117,1
306,Petrogale,persephone,Petrogale_persephone,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,6200,1,0,0,Ref_1,ABC,,Ref_117,1
307,Petrogale,rothschildi,Petrogale_rothschildi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,3400,1,0,0,Ref_1,ABC,,Ref_117,1
308,Petrogale,penicillata,Petrogale_penicillata,Macropodidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,7100,1,0,0,Ref_1,ABC,,Ref_117,1
309,Setonix,brachyurus,Setonix_brachyurus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,3250,1,0,0,Ref_1,ABC,,Ref_117,1
310,Thylogale,calabyi,Thylogale_calabyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4326.13,1,1,0,Ref_1,ABC,,Ref_117,1
311,Thylogale,browni,Thylogale_browni,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,5478,1,1,0,Ref_1,ABC,,Ref_117,1
312,Thylogale,thetis,Thylogale_thetis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,5400,1,1,0,Ref_1,ABC,,Ref_117,1
313,Thylogale,stigmatica,Thylogale_stigmatica,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4600,1,1,0,Ref_1,ABC,,Ref_117,1
314,Thylogale,lanatus,Thylogale_lanatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,4758.79,1,1,0,Ref_2,D1,,"Ref_2, Ref_3",0
315,Thylogale,brunii,Thylogale_brunii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,3620,1,1,0,Ref_1,ABC,,Ref_117,1
316,Thylogale,billardierii,Thylogale_billardierii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,5450,1,1,0,Ref_1,ABC,,Ref_117,1
317,Wallabia,bicolor,Wallabia_bicolor,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,15000,1,0,0,Ref_1,ABC,,Ref_117,1
318,Lagostrophus,fasciatus,Lagostrophus_fasciatus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,1700,1,0,0,Ref_1,ABC,,Ref_117,1
319,Hypsiprymnodon,moschatus,Hypsiprymnodon_moschatus,Hypsiprymnodontidae,70,0,0,0,0,0,20,0,0,10,Ref_1,ABC,G,A,520,0,0,1,Ref_1,ABC,,Ref_117,1
320,Aepyprymnus,rufescens,Aepyprymnus_rufescens,Potoroidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,3250,1,0,0,Ref_1,ABC,,Ref_117,1
321,Bettongia,lesueur,Bettongia_lesueur,Potoroidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,1500,1,0,0,Ref_1,ABC,,Ref_117,1
322,Bettongia,penicillata,Bettongia_penicillata,Potoroidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,1300,1,0,0,Ref_1,ABC,,Ref_117,1
323,Bettongia,tropica,Bettongia_tropica,Potoroidae,10,0,0,0,0,0,0,0,10,80,Ref_54,ABC,G,A,1256.58,1,0,0,Ref_1,ABC,,Ref_58,1
324,Bettongia,gaimardi,Bettongia_gaimardi,Potoroidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,1660,1,0,0,Ref_1,ABC,,Ref_117,1
325,Caloprymnus,campestris,Caloprymnus_campestris,Potoroidae,30,0,0,0,0,0,0,0,0,70,Ref_1,ABC,G,A,900,1,0,0,Ref_1,ABC,,Ref_117,1
326,Potorous,platyops,Potorous_platyops,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,500,1,0,0,Ref_1,ABC,,Ref_117,1
327,Potorous,gilbertii,Potorous_gilbertii,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,1569.46,1,0,0,Ref_1,ABC,,Ref_58,1
328,Potorous,longipes,Potorous_longipes,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,1900,1,0,0,Ref_1,ABC,,Ref_117,1
329,Potorous,tridactylus,Potorous_tridactylus,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,1100,1,0,0,Ref_1,ABC,,Ref_117,1
330,Geogale,aurita,Geogale_aurita,Tenrecidae,70,30,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,7,1,0,0,Ref_1,ABC,,Ref_117,1
331,Limnogale,mergulus,Limnogale_mergulus,Tenrecidae,60,0,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,78.6,1,0,0,Ref_1,ABC,,Ref_117,1
332,Microgale,longicaudata,Microgale_longicaudata,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,7.3,1,1,1,Ref_1,ABC,,Ref_117,1
333,Microgale,thomasi,Microgale_thomasi,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,22.9,1,1,1,Ref_1,ABC,,Ref_117,1
334,Microgale,talazaci,Microgale_talazaci,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,48,1,1,1,Ref_1,ABC,,Ref_117,1
335,Microgale,taiva,Microgale_taiva,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,12.4,1,1,1,Ref_2,D1,,Ref_117,1
336,Microgale,soricoides,Microgale_soricoides,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_2,D1,G,A,18.7,1,1,1,Ref_1,ABC,,Ref_117,1
337,Microgale,pusilla,Microgale_pusilla,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,3.4,1,1,1,Ref_1,ABC,,Ref_117,1
338,Microgale,principula,Microgale_principula,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,10.2,1,1,1,Ref_1,ABC,,Ref_117,1
339,Microgale,parvula,Microgale_parvula,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,3.4,1,1,1,Ref_1,ABC,,Ref_117,1
340,Microgale,monticola,Microgale_monticola,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,13.9,1,1,1,Ref_2,D1,,Ref_117,1
341,Microgale,gymnorhyncha,Microgale_gymnorhyncha,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,18.2,1,1,1,Ref_2,D1,,Ref_117,1
